0		4.11974e-011		2.20514e-033		-1		-1		-1		-1		0
1		0		0		-1		-1		-1		-1		0
2		272.519		166.133		0.835347		42.0019		29.4988		53.6611		0.0344922
3		259.51		168.189		0.802124		40.2933		30.1097		50.4218		0.0400755
4		242.426		168.262		0.761962		38.3036		30.3144		46.8088		0.0396181
5		226.188		167.681		0.731189		35.4966		28.5045		41.7847		0.0349306
6		220.406		163.107		0.744774		33.7456		24.908		37.3256		0.0256804
7		246.505		165.211		0.715051		37.6384		32.9744		47.1688		0.0348589
8		266.235		167.859		0.642401		41.4231		36.6706		47.8498		0.0435451
9		270.586		168.858		0.684354		42.6635		37.0402		50.7992		0.0444665
10		272.128		171.505		0.562311		43.3819		38.8814		47.0192		0.0410853
11		277.084		171.136		0.569914		43.8452		39.4088		47.9598		0.0386454
12		283.914		170.948		0.580472		44.8843		40.0024		49.126		0.0377232
13		288.823		171.511		0.581835		45.7437		39.5391		48.6152		0.0357186
14		295.357		171.38		0.593077		46.7252		41.924		52.0701		0.0337133
15		306.631		171.575		0.615322		48.7254		41.7131		52.9169		0.0329273
16		320.551		172.102		0.629275		50.9792		43.9649		56.5696		0.0342331
17		333.576		172.127		0.687387		52.1694		43.8166		60.3292		0.0359466
18		343.745		172.68		0.718162		53.6892		44.3022		63.6639		0.0351321
19		352.944		172.443		0.661776		55.3112		47.2823		63.0682		0.0338888
20		359.337		171.008		0.691316		56.1802		47.0468		65.1119		0.031375
21		363.607		171.871		0.687687		56.6081		48.1476		66.3183		0.02767
22		369.6		171.037		0.690536		57.2657		47.447		65.5982		0.0298451
23		377.416		170.958		0.705792		58.7702		48.0166		67.78		0.0275282
24		387.372		169.529		0.731576		59.9555		48.7715		71.5377		0.0261226
25		394.153		168.133		0.741429		61.8773		48.7372		72.6302		0.0258354
26		389.037		171.53		0.72871		61.0065		48.5261		70.8595		0.0212534
27		386.188		168.754		0.6709		60.949		50.1931		67.6869		0.0207292
28		387.886		168.718		0.727128		60.7925		49.0764		71.4876		0.0238668
29		390.952		171.836		0.6898		61.162		50.0681		69.1548		0.0251261
30		393.872		172.257		0.677783		62.022		51.9129		70.6047		0.0272023
31		393.554		172.058		0.687959		62.0126		52.9011		72.8916		0.0279392
32		394.148		173.751		0.618081		62.2377		54.7034		69.587		0.0257481
33		395.569		174.319		0.617431		62.498		55.9234		71.0928		0.0241142
34		398.607		173.268		0.689672		63.0495		50.11		69.201		0.0232946
35		402.306		173.388		0.705049		63.3708		51.2648		72.2896		0.0241159
36		406.05		173.398		0.635991		64.2574		55.1827		71.5084		0.0207977
37		413.186		173.109		0.642025		65.1687		55.6211		72.5476		0.0196808
38		423.266		173.355		0.661903		66.6693		55.4149		73.927		0.019156
39		435.674		173.293		0.575845		68.9621		61.0682		74.6958		0.0144564
40		446.189		171.895		0.588822		70.741		62.6689		77.5353		0.0064221
41		2050.79		171.47		0.95365		260.408		127.955		425.217		0.00776535
42		2086.46		172.405		0.967626		270.465		109.243		432.834		0.0118102
43		2157.4		172.389		0.975056		282.492		103.509		466.338		0.0121854
44		2281.01		172.78		0.977632		300.342		105.185		500.117		0.0128581
45		2679.2		172.349		0.978021		336.624		122.396		587.018		0.0174489
46		3078.57		171.92		0.991463		358.87		87.9526		674.554		0.0119026
47		2345.78		172.076		0.982779		298.183		97.5446		527.884		0.0146675
48		2933.72		173.104		0.984474		372.456		123.018		700.824		0.0170619
49		2173.86		172.181		0.990786		266.876		66.9113		494.034		0.0161563
50		1691.65		172.819		0.98585		207.764		60.1036		358.546		0.0128792
51		1026.29		172.33		0.874408		149.456		105.864		218.189		0.0138942
52		21.8069		176.89		0.982873		3.48894		1.28505		6.97316		-0.00458391
53		1610.82		171.479		0.986245		200.556		53.0891		321.187		0.0178419
54		1505.45		172.726		0.975518		202.226		67.9721		309.077		0.0167268
55		1344.75		172.646		0.953766		187.665		81.8577		272.359		0.0117838
56		1214.66		172.648		0.89623		177.14		110.37		248.81		0.0101173
57		1115.79		172.306		0.833337		169.309		121.453		219.719		0.00920443
58		1128.93		172.194		0.849283		173.251		120.192		227.663		0.0111511
59		1154.42		173.187		0.878346		177.599		113.714		237.883		0.00726055
60		0		0		-1		-1		-1		-1		0
61		0		0		-1		-1		-1		-1		0
