0		4.12556e-008		1.65045e-007		-1		-1		-1		-1		0
1		0		0		-1		-1		-1		-1		0
2		264.804		163.034		0.79232		41.3312		30.3647		49.7696		0.0384414
3		255.872		166.42		0.802439		39.7531		29.6942		49.7612		0.0394795
4		245.011		168.672		0.795232		38.198		29.2116		48.1797		0.0419427
5		229.726		167.902		0.79877		36.5907		26.6144		44.2367		0.0403414
6		213.95		167.428		0.782638		33.6602		25.2676		40.592		0.0386556
7		205.816		168.077		0.710123		32.4115		27.915		39.6476		0.0382855
8		207.447		165.287		0.743568		32.1949		25.1002		37.5381		0.0366537
9		218.572		165.876		0.707429		34.32		28.8733		40.8517		0.0408676
10		227.204		166.497		0.672359		35.5065		30.3674		41.0246		0.0452737
11		226.738		167.644		0.610557		35.3101		31.6166		39.9213		0.0436717
12		224.367		169.956		0.628553		35.2289		31.1686		40.0745		0.0418237
13		227.11		170.783		0.586522		35.8049		32.029		39.5452		0.0387688
14		233.194		167.621		0.596518		36.835		32.8275		40.9015		0.0396197
15		239.734		169.372		0.560496		37.8455		34.9246		42.1714		0.0402484
16		246.308		171.347		0.653396		38.5699		34.1392		45.097		0.0404458
17		253.588		169.862		0.615619		39.9761		36.2542		46.0053		0.0403539
18		259.787		169.787		0.556373		41.2228		38.608		46.4634		0.0399114
19		267.221		169.564		0.560283		42.4226		39.3462		47.5023		0.0384709
20		277.843		169.998		0.539946		43.9653		40.3716		47.9643		0.0376544
21		286.369		170.331		0.628553		44.958		40.4221		51.972		0.0378981
22		292.979		170.778		0.585165		46.194		41.6001		51.3002		0.036747
23		299.335		171.175		0.592832		47.3251		42.4025		52.6526		0.0353407
24		305.856		171.919		0.60948		48.2663		42.9014		54.1136		0.0341789
25		312.116		171.741		0.573345		49.1605		44.1211		53.8512		0.028866
26		317.773		171.091		0.603158		49.7614		45.0579		56.4903		0.032189
27		324.795		169.441		0.586987		51.0281		46.2411		57.1163		0.0300829
28		324.537		169.413		0.605459		51.0316		45.4222		57.072		0.0300369
29		324.009		171.264		0.628813		50.8173		43.8757		56.4277		0.0291169
30		326.216		171.403		0.543399		51.3264		47.3169		56.3649		0.0269386
31		328.514		170.737		0.600463		51.4328		45.5746		56.9931		0.0259613
32		329.658		169.484		0.534172		51.8464		47.3437		56.0032		0.0279454
33		331.854		171.959		0.660362		52.0901		45.2878		60.3075		0.0306378
34		333.727		172.709		0.668937		52.5658		44.8989		60.4033		0.0317386
35		337.975		171.352		0.588369		53.2136		47.7909		59.1037		0.0334938
36		340.093		173.835		0.585756		53.6756		48.5722		59.9296		0.0317199
37		343.105		173.283		0.580541		54.2669		48.688		59.7963		0.0301419
38		346.377		172.624		0.60871		54.6033		48.5443		61.1858		0.0292433
39		349.476		172.006		0.554206		54.9444		50.6109		60.8026		0.0291262
40		356.077		172.727		0.581128		56.099		50.932		62.5844		0.0278217
41		364.699		171.757		0.530667		57.7369		52.142		61.5186		0.0270157
42		375.527		172.861		0.509674		59.5273		55.2767		64.2478		0.0246464
43		388.061		173.501		0.554792		61.4105		54.8452		65.9206		0.0210271
44		465.674		168.573		0.694052		62.7279		54.7799		76.0911		0.0134072
45		422.714		169.008		0.662071		65.9257		59.6808		79.6338		-0.00163705
46		2127.24		172.672		0.973253		281.301		105.721		460.185		0.0111145
47		2230.86		172.584		0.975558		297.742		105.033		477.986		0.0127434
48		2362.82		172.325		0.974338		310.413		115.922		515.003		0.0130812
49		2789.73		171.705		0.975546		344.245		138.727		631.16		0.0120666
50		1936.36		171.118		0.979266		242.062		85.3287		421.216		0.00281204
51		2198.79		172.283		0.984304		282.633		88.6008		502.039		0.0146795
52		2681.02		172.691		0.984117		336.445		112.555		634.044		0.0140481
53		3586.63		167.503		0.992331		450.918		100.243		810.983		0.0350861
54		2144.94		172.133		0.991733		256.01		58.5134		455.987		0.0149622
55		1275.03		171.768		0.941387		172.634		90.9056		269.487		0.0145596
56		1869.77		171.25		0.993945		198.947		38.6881		352.094		0.0181797
57		1803.53		171.65		0.990759		206.885		48.2676		355.861		0.0162362
58		1716.49		171.335		0.983646		210.113		61.773		342.964		0.0181553
59		1685.57		172.091		0.980291		211.521		66.9058		338.666		0.016604
60		1598.39		171.64		0.975728		207.502		72.266		330.005		0.0119446
61		1605.97		171.455		0.971275		212.011		78.6339		330.451		0.0129678
62		1451.42		171.894		0.936962		194.92		103.706		296.785		0.00746911
63		0		0		-1		-1		-1		-1		0
64		0		0		-1		-1		-1		-1		0
